country_code,country_name,year,forest_area_sqkm,total_area_sqkm,forest_percetage,region,income_group
DJI,Djibouti,2013,55.99999905,23180.0079,1.62059303537729,Middle East & North Africa,Lower middle income
DMA,Dominica,2013,438.6000061,750.0122,392.283312314041,Latin America & Caribbean,Upper middle income
DNK,Denmark,2013,6021.599731,41990.0124,96.1978595546238,Europe & Central Asia,High income
DOM,Dominican Republic,2013,19165.99976,48310.0009,266.13007782009,Latin America & Caribbean,Upper middle income
DZA,Algeria,2013,19408.00049,2381739.9907,5.46620574014486,Middle East & North Africa,Upper middle income
ECU,Ecuador,2013,127053.4961,248359.9951,343.166199872586,Latin America & Caribbean,Upper middle income
EGY,"Egypt, Arab Rep.",2013,718.0000305,995450.0017,0.483843085677002,Middle East & North Africa,Lower middle income
ERI,Eritrea,2013,15188.00049,101000.0026,100.873884618067,Sub-Saharan Africa,Low income
ESP,Spain,2013,183495.9961,500209.9893,246.078550562527,Europe & Central Asia,High income
EST,Estonia,2013,22328.00049,43469.9902,344.556001503237,Europe & Central Asia,High income
ETH,Ethiopia,2013,124177.998,1000000.0101,83.2998419970516,Sub-Saharan Africa,Low income
FIN,Finland,2013,222180,303890.0095,490.442466487204,Europe & Central Asia,High income
FJI,Fiji,2013,10074.7998,18269.9895,369.911348544453,East Asia & Pacific,Upper middle income
FRA,France,2013,167630,547557.0023,205.36287514846,Europe & Central Asia,High income
FRO,Faroe Islands,2013,0.799999982,1396.01,0.384415575766234,Europe & Central Asia,High income
FSM,"Micronesia, Fed. Sts.",2013,642.0999908,699.9993,615.325036508676,East Asia & Pacific,Lower middle income
GAB,Gabon,2013,226000,257670.0091,588.361294081237,Sub-Saharan Africa,Upper middle income
GBR,United Kingdom,2013,31100,241930.0093,86.2323407516192,Europe & Central Asia,High income
GEO,Georgia,2013,28223.99902,69490.0108,272.455574040668,Europe & Central Asia,Lower middle income
GHA,Ghana,2013,92802.00195,227539.9952,273.589312829868,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,2013,,9.9974,,Europe & Central Asia,High income
GIN,Guinea,2013,64360,245720.0081,175.701327432929,Sub-Saharan Africa,Low income
GMB,"Gambia, The",2013,4847.999878,10120.0106,321.352113817072,Sub-Saharan Africa,Low income
GNB,Guinea-Bissau,2013,19920,28119.9926,475.196967157097,Sub-Saharan Africa,Low income
GNQ,Equatorial Guinea,2013,15911.99951,28050.0108,380.532059948551,Sub-Saharan Africa,Upper middle income
GRC,Greece,2013,39936.00098,128900.0006,207.831409563188,Europe & Central Asia,High income
GRD,Grenada,2013,169.8999977,339.9893,335.218247918793,Latin America & Caribbean,Upper middle income
GRL,Greenland,2013,2.199999988,410449.991,0.00359552204728951,Europe & Central Asia,High income
GTM,Guatemala,2013,36128.00049,107160.0068,226.157357883789,Latin America & Caribbean,Upper middle income
GUM,Guam,2013,250,539.9891,310.566454026572,East Asia & Pacific,High income
GUY,Guyana,2013,165460,196849.9974,563.841625938472,Latin America & Caribbean,Upper middle income
HKG,"Hong Kong SAR, China",2013,,1050.0119,,East Asia & Pacific,High income
HND,Honduras,2013,48320,111889.9943,289.691132820086,Latin America & Caribbean,Lower middle income
HRV,Croatia,2013,19211.99951,55960.0062,230.300213785593,Europe & Central Asia,High income
HTI,Haiti,2013,985.9999847,27560.0087,23.9992177410527,Latin America & Caribbean,Low income
HUN,Hungary,2013,20598.00049,90530.0053,152.627238481968,Europe & Central Asia,High income
IDN,Indonesia,2013,923787.9688,1811570.0092,342.071354793727,East Asia & Pacific,Lower middle income
IMN,Isle of Man,2013,34.60000038,570.0072,40.7188299637404,Europe & Central Asia,High income
IND,India,2013,703252.0313,2973190.0079,158.66745612049,South Asia,Lower middle income
IRL,Ireland,2013,7426.599731,68890.0114,72.3158156648543,Europe & Central Asia,High income
IRN,"Iran, Islamic Rep.",2013,106919.8047,1628759.9874,44.0352628660154,Middle East & North Africa,Upper middle income
IRQ,Iraq,2013,8250,434128.0041,12.7478127366444,Middle East & North Africa,Upper middle income
ISL,Iceland,2013,465.9999847,100249.9904,3.11817934834044,Europe & Central Asia,High income
ISR,Israel,2013,1606.000061,21639.9939,49.7837894917064,Middle East & North Africa,High income
ITA,Italy,2013,91894.00391,294140.0063,209.571685056658,Europe & Central Asia,High income
JAM,Jamaica,2013,3359.599915,10830.0073,208.09341642652,Latin America & Caribbean,Upper middle income
JOR,Jordan,2013,975,88779.9941,7.36697221744916,Middle East & North Africa,Upper middle income
JPN,Japan,2013,249611.9922,364560.0084,459.299475064643,East Asia & Pacific,High income
KAZ,Kazakhstan,2013,33090,2699699.9939,8.2220628033317,Europe & Central Asia,Upper middle income
KEN,Kenya,2013,43397.99805,569139.9903,51.1505281092185,Sub-Saharan Africa,Lower middle income
KGZ,Kyrgyz Republic,2013,6530,191799.9895,22.8383187685211,Europe & Central Asia,Lower middle income
KHM,Cambodia,2013,97117.99805,176519.9996,369.06709958955,East Asia & Pacific,Lower middle income
KIR,Kiribati,2013,121.4999962,809.9966,100.621919216602,East Asia & Pacific,Lower middle income
KNA,St. Kitts and Nevis,2013,110,260.0101,283.793206494671,Latin America & Caribbean,High income
KOR,"Korea, Rep.",2013,61992.00195,97425.9839,426.835359145698,East Asia & Pacific,High income
KWT,Kuwait,2013,62.5,17820.0029,2.35272829276588,Middle East & North Africa,High income
LAO,Lao PDR,2013,183830.7031,230800.0023,534.295809001866,East Asia & Pacific,Lower middle income
LBN,Lebanon,2013,1371.399994,10230.0079,89.9265024003686,Middle East & North Africa,Upper middle income
LBR,Liberia,2013,42390,96320.0021,295.220465947228,Sub-Saharan Africa,Low income
LBY,Libya,2013,2170,1759539.9913,0.827294467416178,Middle East & North Africa,Upper middle income
LCA,St. Lucia,2013,204.2000008,609.9968,224.557575608016,Latin America & Caribbean,Upper middle income
LIE,Liechtenstein,2013,69.00000095,160.0102,289.268375623988,Europe & Central Asia,High income
LKA,Sri Lanka,2013,20831.99951,62710.0124,222.840230076292,South Asia,Lower middle income
LSO,Lesotho,2013,470,30360.0059,10.3847377710819,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,2013,21760,62674.9956,232.897114076543,Europe & Central Asia,High income
LUX,Luxembourg,2013,866.9999695,2429.9898,239.339378930848,Europe & Central Asia,High income
LVA,Latvia,2013,33551.99951,62189.9922,361.907374403933,Europe & Central Asia,High income
MAC,"Macao SAR, China",2013,,30.303,,East Asia & Pacific,High income
MAF,St. Martin (French part),2013,10,54.39,123.333333333333,Latin America & Caribbean,High income
MAR,Morocco,2013,56480,446299.994,84.8921113810277,Middle East & North Africa,Lower middle income
MCO,Monaco,2013,,1.9943,,Europe & Central Asia,High income
MDA,Moldova,2013,3997.999878,32879.9982,81.5662544093807,Europe & Central Asia,Lower middle income
MDG,Madagascar,2013,125050,581799.988,144.181492317253,Sub-Saharan Africa,Low income
MDV,Maldives,2013,10,299.9997,22.360355693689,South Asia,Upper middle income
MEX,Mexico,2013,662232.0313,1943950.0115,228.52021208795,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,2013,126.4000034,180.005,471.04461698705,East Asia & Pacific,Upper middle income
MKD,North Macedonia,2013,9980,25219.9955,265.451427221706,Europe & Central Asia,Upper middle income
MLI,Mali,2013,48730,1220189.9997,26.7897387358009,Sub-Saharan Africa,Low income
MLT,Malta,2013,3.49999994,319.9945,7.33711035580736,Middle East & North Africa,High income
MMR,Myanmar,2013,301338.0078,653079.9996,309.518817198698,East Asia & Pacific,Lower middle income
MNE,Montenegro,2013,8270,13449.9995,412.460885221594,Europe & Central Asia,Upper middle income
MNG,Mongolia,2013,127473.6035,1553560.0108,55.0416896478956,East Asia & Pacific,Lower middle income
MNP,Northern Mariana Islands,2013,298.2999992,460.0099,434.996339129553,East Asia & Pacific,High income
MOZ,Mozambique,2013,383528.0078,786379.9958,327.162980094105,Sub-Saharan Africa,Low income
MRT,Mauritania,2013,2315,1030700.0053,1.50667036190419,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,2013,385.2000046,2029.9902,127.289291882161,Sub-Saharan Africa,Upper middle income
MWI,Malawi,2013,31830,94279.9886,226.473110753007,Sub-Saharan Africa,Low income
MYS,Malaysia,2013,221665.9961,328549.9952,452.581856692235,East Asia & Pacific,Upper middle income
NAM,Namibia,2013,70673.99902,823290.0081,57.5845993710247,Sub-Saharan Africa,Upper middle income
NCL,New Caledonia,2013,8390,18280.0128,307.882492292347,East Asia & Pacific,High income
NER,Niger,2013,11668.00049,1266700.0024,6.17905691471316,Sub-Saharan Africa,Low income
NGA,Nigeria,2013,78122.00195,910770.0035,57.5392469302811,Sub-Saharan Africa,Lower middle income
NIC,Nicaragua,2013,31140,120339.9988,173.583377167193,Latin America & Caribbean,Lower middle income
NLD,Netherlands,2013,3747.999878,33689.9948,74.6273726988281,Europe & Central Asia,High income
NOR,Norway,2013,121080,365122.9967,222.450175787572,Europe & Central Asia,High income
NPL,Nepal,2013,36360,143349.9991,170.147553213344,South Asia,Low income
NRU,Nauru,2013,,19.9948,,East Asia & Pacific,Upper middle income
NZL,New Zealand,2013,101515.9961,263309.9931,258.622715158322,East Asia & Pacific,High income
OMN,Oman,2013,20,309500.0013,0.0433479804318178,Middle East & North Africa,High income
PAK,Pakistan,2013,15580,770880.0113,13.5575182217726,South Asia,Lower middle income
PAN,Panama,2013,46497.99805,74339.993,419.576607599633,Latin America & Caribbean,High income
PER,Peru,2013,743082.0313,1279999.9891,389.427235672742,Latin America & Caribbean,Upper middle income
PHL,Philippines,2013,75600,298169.9945,170.081621006301,East Asia & Pacific,Lower middle income
PLW,Palau,2013,402.9999924,460.0099,587.675232428354,East Asia & Pacific,High income
PNG,Papua New Guinea,2013,335646.0156,452859.9978,497.183908533411,East Asia & Pacific,Lower middle income
POL,Poland,2013,93925.99609,306210.002,205.762375577571,Europe & Central Asia,High income
PRI,Puerto Rico,2013,4893.299866,8869.9989,370.064812872915,Latin America & Caribbean,High income
PRK,"Korea, Dem. People’s Rep.",2013,52850,120410.0065,294.429919327344,East Asia & Pacific,Low income
PRT,Portugal,2013,32048.00049,91605.192,234.682322468107,Europe & Central Asia,High income
PRY,Paraguay,2013,159737.998,397299.9912,269.705131668223,Latin America & Caribbean,Upper middle income
PSE,West Bank and Gaza,2013,91.70000076,6019.9888,10.2181714208198,Middle East & North Africa,Lower middle income
PYF,French Polynesia,2013,1550,3660.0067,284.085682138232,East Asia & Pacific,High income
QAT,Qatar,2013,,11610.0117,,Middle East & North Africa,High income
ROU,Romania,2013,67226.00098,230029.9953,196.043449283998,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2013,8150125.625,16376869.9997,333.835816649115,Europe & Central Asia,Upper middle income
RWA,Rwanda,2013,4663.999939,24670.009,126.820294191242,Sub-Saharan Africa,Low income
SAU,Saudi Arabia,2013,9770,2149690.0026,3.04872502178143,Middle East & North Africa,High income
SDN,Sudan,2013,195587.6953,,,Sub-Saharan Africa,Lower middle income
SEN,Senegal,2013,83530,192530.0069,291.033902726152,Sub-Saharan Africa,Low income
SGP,Singapore,2013,163.5000038,706.9923,155.132435740924,East Asia & Pacific,High income
SLB,Solomon Islands,2013,21961.99951,27990.0005,526.342573352333,East Asia & Pacific,Lower middle income
SLE,Sierra Leone,2013,29168.00049,72180.0107,271.074861571015,Sub-Saharan Africa,Low income
SLV,El Salvador,2013,2737.999878,20720,88.64274605025,Latin America & Caribbean,Lower middle income
SMR,San Marino,2013,,60.0103,,Europe & Central Asia,High income
SOM,Somalia,2013,65166.00098,627340.0098,69.6815194862673,Sub-Saharan Africa,Low income
SRB,Serbia,2013,27171.99951,87460.0006,208.406687242843,Europe & Central Asia,Upper middle income
SSD,South Sudan,2013,71570,,,Sub-Saharan Africa,Low income
STP,Sao Tome and Principe,2013,535.9999847,960.0094,374.531905350726,Sub-Saharan Africa,Lower middle income
SUR,Suriname,2013,153395.9961,155999.9994,659.612618843645,Latin America & Caribbean,Upper middle income
SVK,Slovak Republic,2013,19395.99976,48087.9861,270.567176008346,Europe & Central Asia,High income
SVN,Slovenia,2013,12475.99976,20139.9954,415.542567552205,Europe & Central Asia,High income
SWE,Sweden,2013,280730,407339.9967,462.307882421604,Europe & Central Asia,High income
SWZ,Eswatini,2013,5767.999878,17200.0087,224.955234944804,Sub-Saharan Africa,Lower middle income
SXM,Sint Maarten (Dutch part),2013,,34.0067,,Latin America & Caribbean,High income
SYC,Seychelles,2013,406.6999817,460.0099,593.070746356061,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic,2013,4910,183629.9899,17.9364879440098,Middle East & North Africa,Low income
TCA,Turks and Caicos Islands,2013,344.0000153,950.012,242.900774162214,Latin America & Caribbean,High income
TCD,Chad,2013,51282.00195,1259200.0099,27.3193134193284,Sub-Saharan Africa,Low income
TGO,Togo,2013,2276.000061,54390,28.070667419,Sub-Saharan Africa,Low income
THA,Thailand,2013,163390,510890.0097,214.534721405808,East Asia & Pacific,Upper middle income
TJK,Tajikistan,2013,4112.000122,139959.9999,19.7082795356505,Europe & Central Asia,Low income
TKM,Turkmenistan,2013,41270,469929.9885,58.9116025311928,Europe & Central Asia,Upper middle income
TLS,Timor-Leste,2013,7084.000244,14869.9929,319.570980002125,East Asia & Pacific,Lower middle income
TON,Tonga,2013,90,719.9941,83.8519371200403,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,2013,2312.5,5129.9871,302.388309124598,Latin America & Caribbean,High income
TUN,Tunisia,2013,10205.99976,155360.0104,44.0672389334856,Middle East & North Africa,Lower middle income
TUR,Turkey,2013,115102.002,769629.9996,100.322978576393,Europe & Central Asia,Upper middle income
TUV,Tuvalu,2013,10,29.9922,223.661485319516,East Asia & Pacific,Upper middle income
TZA,Tanzania,2013,468040,885799.9948,354.443344144395,Sub-Saharan Africa,Low income
UGA,Uganda,2013,23473.99902,200520.0015,78.5287909675494,Sub-Saharan Africa,Low income
UKR,Ukraine,2013,96134.00391,579320.0112,111.316111848593,Europe & Central Asia,Lower middle income
URY,Uruguay,2013,17995.2002,175020.0011,68.9713185367018,Latin America & Caribbean,High income
USA,United States,2013,3095450,9147419.9901,226.999396195571,North America,High income
UZB,Uzbekistan,2013,32421.39893,425399.989,51.1250568373505,Europe & Central Asia,Lower middle income
VCT,St. Vincent and the Grenadines,2013,270,390.0022,464.40430336034,Latin America & Caribbean,Upper middle income
VEN,"Venezuela, RB",2013,470118.0078,882050.0115,357.530589763297,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,2013,36.30000114,150.0128,162.322173606008,Latin America & Caribbean,High income
VIR,Virgin Islands (U.S.),2013,178.1999969,350.0126,341.525819129051,Latin America & Caribbean,High income
VNM,Vietnam,2013,145150,310070.0085,314.019636955633,East Asia & Pacific,Lower middle income
VUT,Vanuatu,2013,4400,12189.9904,242.13013326081,East Asia & Pacific,Lower middle income
WLD,World,2013,40057482,127346324.1946,211.006950301589,World,NULL
WSM,Samoa,2013,1710,2829.9894,405.331942232716,East Asia & Pacific,Upper middle income
XKX,Kosovo,2013,,10886.9873,,Europe & Central Asia,Lower middle income
YEM,"Yemen, Rep.",2013,5490,527969.9978,6.97529578450603,Middle East & North Africa,Low income
ZAF,South Africa,2013,92410,1213090.0068,51.1005380907569,Sub-Saharan Africa,Upper middle income
ZMB,Zambia,2013,489681.9922,743390.0103,441.872466183828,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,2013,146867.998,386849.9887,254.673709748463,Sub-Saharan Africa,Low income
ABW,Aruba,2012,4.199999869,180.005,15.651798072964,Latin America & Caribbean,High income
AFG,Afghanistan,2012,13500,652860.005,13.8711744181664,South Asia,Low income
AGO,Angola,2012,582303.9844,1246699.9965,313.319432800178,Sub-Saharan Africa,Lower middle income
ALB,Albania,2012,7743.800049,27399.9985,189.584627563746,Europe & Central Asia,Upper middle income
AND,Andorra,2012,160,470.0073,228.357304237615,Europe & Central Asia,High income
ARE,United Arab Emirates,2012,3194.200134,71020.0015,30.1703935037025,Middle East & North Africa,High income
ARG,Argentina,2012,280024.0039,2736690.0113,68.6387209660361,Latin America & Caribbean,High income
ARM,Armenia,2012,3313.999939,28470.0052,78.0844360042684,Europe & Central Asia,Upper middle income
ASM,American Samoa,2012,176.3999939,199.9998,591.654991195286,East Asia & Pacific,Upper middle income
ATG,Antigua and Barbuda,2012,98.00000191,439.9892,149.411352099659,Latin America & Caribbean,High income
AUS,Australia,2012,1238270,7682300.01,108.12437650427,East Asia & Pacific,High income
AUT,Austria,2012,38636.00098,82553.9967,313.945016030869,Europe & Central Asia,High income
AZE,Azerbaijan,2012,10607.3999,82657.9852,86.0842411014756,Europe & Central Asia,Upper middle income
BDI,Burundi,2012,2622.000122,25680.0054,68.4915705601378,Sub-Saharan Africa,Low income
BEL,Belgium,2012,6820.800171,30280.0008,151.105047616396,Europe & Central Asia,High income
BEN,Benin,2012,44610,112760.0012,265.385187846202,Sub-Saharan Africa,Low income
BFA,Burkina Faso,2012,55293.99902,273600.0113,135.569319995149,Sub-Saharan Africa,Low income
BGD,Bangladesh,2012,14368.00049,130170.0071,74.0431580470959,South Asia,Lower middle income
BGR,Bulgaria,2012,37713.99902,108560.0054,233.040958218359,Europe & Central Asia,Upper middle income
BHR,Bahrain,2012,5.600000024,770.007,4.87857385205516,Middle East & North Africa,High income
BHS,"Bahamas, The",2012,5150,10009.9874,345.122462391911,Latin America & Caribbean,High income
BIH,Bosnia and Herzegovina,2012,21850,51200.0006,286.273404848359,Europe & Central Asia,Upper middle income
BLR,Belarus,2012,85737.99805,202910.0017,283.445399389204,Europe & Central Asia,Upper middle income
BLZ,Belize,2012,13813.49976,22810.0005,406.235579609286,Latin America & Caribbean,Upper middle income
BMU,Bermuda,2012,10,54.0015,124.220623501199,North America,High income
BOL,Bolivia,2012,556310,1083300.0045,344.482885211693,Latin America & Caribbean,Lower middle income
BRA,Brazil,2012,4964900,8358139.9972,398.474369909541,Latin America & Caribbean,Upper middle income
BRB,Barbados,2012,63.00000191,429.9918,98.2833423364052,Latin America & Caribbean,High income
BRN,Brunei Darussalam,2012,3800,5270.0025,483.695785723062,East Asia & Pacific,High income
BTN,Bhutan,2012,27251.49902,38117.0041,479.591155948329,South Asia,Lower middle income
BWA,Botswana,2012,111465.9961,566729.9953,131.936734360178,Sub-Saharan Africa,Upper middle income
CAF,Central African Republic,2012,222168.0078,622980.0038,239.225208519153,Sub-Saharan Africa,Low income
CAN,Canada,2012,3472088.125,9093509.9948,256.128979509905,North America,High income
CHE,Switzerland,2012,12425.99976,39515.9926,210.93952980965,Europe & Central Asia,High income
CHI,Channel Islands,2012,8.000000119,198.0055,27.1026818943231,Europe & Central Asia,High income
CHL,Chile,2012,168325.9961,743532.02,151.86267491727,Latin America & Caribbean,High income
CHN,China,2012,2036947.031,9388211.2541,145.544705043613,East Asia & Pacific,Upper middle income
CIV,Cote d'Ivoire,2012,104022.002,317999.9928,219.430819941893,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,2012,194760,472709.9909,276.37866369454,Sub-Saharan Africa,Lower middle income
COD,"Congo, Dem. Rep.",2012,1535122.031,2267049.9992,454.235773352374,Sub-Saharan Africa,Low income
COG,"Congo, Rep.",2012,223801.9922,341499.9952,439.615275249884,Sub-Saharan Africa,Lower middle income
COL,Colombia,2012,585818.9063,1109500.0042,354.189435824702,Latin America & Caribbean,Upper middle income
COM,Comoros,2012,382.0000076,1860.9927,137.69501895314,Sub-Saharan Africa,Low income
CPV,Cabo Verde,2012,870.1999664,4029.9882,144.848771383694,Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,2012,26653.99902,51060.0111,350.171664623986,Latin America & Caribbean,Upper middle income
CUB,Cuba,2012,30391.99951,106449,191.521359442579,Latin America & Caribbean,Upper middle income
CUW,Curacao,2012,,444.0037,,Latin America & Caribbean,High income
CYM,Cayman Islands,2012,126.9999981,239.9894,354.985964902871,Latin America & Caribbean,High income
CYP,Cyprus,2012,1727.799988,9240.0063,125.435575725774,Europe & Central Asia,High income
CZE,Czech Republic,2012,26610,77229.9927,231.131112097075,Europe & Central Asia,High income
DEU,Germany,2012,114130,348540.0037,219.657842678791,Europe & Central Asia,High income
DJI,Djibouti,2012,55.99999905,23180.0079,1.62059303537729,Middle East & North Africa,Lower middle income
DMA,Dominica,2012,441.3000107,750.0122,394.698193146281,Latin America & Caribbean,Upper middle income
DNK,Denmark,2012,5971.400146,41990.0124,95.3958978096958,Europe & Central Asia,High income
DOM,Dominican Republic,2012,18834.00024,48310.0009,261.520088296964,Latin America & Caribbean,Upper middle income
DZA,Algeria,2012,19331.99951,2381739.9907,5.44480028967887,Middle East & North Africa,Upper middle income
ECU,Ecuador,2012,127840.8008,248359.9951,345.292677067894,Latin America & Caribbean,Upper middle income
EGY,"Egypt, Arab Rep.",2012,711.9999695,995450.0017,0.479799787758939,Middle East & North Africa,Lower middle income
ERI,Eritrea,2012,15231.99951,101000.0026,101.166112161101,Sub-Saharan Africa,Low income
ESP,Spain,2012,183154.707,500209.9893,245.620862499377,Europe & Central Asia,High income
EST,Estonia,2012,22331.99951,42390.012,353.397602041328,Europe & Central Asia,High income
ETH,Ethiopia,2012,123772.002,1000000.0101,83.0274958230423,Sub-Saharan Africa,Low income
FIN,Finland,2012,222180,303890.0095,490.442466487204,Europe & Central Asia,High income
FJI,Fiji,2012,10026.19995,18269.9895,368.126932336743,East Asia & Pacific,Upper middle income
FRA,France,2012,166500,547557.0023,203.978516448241,Europe & Central Asia,High income
FRO,Faroe Islands,2012,0.799999982,1396.01,0.384415575766234,Europe & Central Asia,High income
FSM,"Micronesia, Fed. Sts.",2012,641.8000031,699.9993,615.037558008288,East Asia & Pacific,Lower middle income
GAB,Gabon,2012,224000,257670.0091,583.154556965473,Sub-Saharan Africa,Upper middle income
GBR,United Kingdom,2012,30930,241930.0093,85.7609742587647,Europe & Central Asia,High income
GEO,Georgia,2012,28223.99902,69490.0108,272.455574040668,Europe & Central Asia,Lower middle income
GHA,Ghana,2012,92517.99805,227539.9952,272.752041755868,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,2012,,9.9974,,Europe & Central Asia,High income
GIN,Guinea,2012,64720,245720.0081,176.684119196071,Sub-Saharan Africa,Low income
GMB,"Gambia, The",2012,4832.000122,10120.0106,320.291561931647,Sub-Saharan Africa,Low income
GNB,Guinea-Bissau,2012,20020,28119.9926,477.582494100656,Sub-Saharan Africa,Low income
GNQ,Equatorial Guinea,2012,16028.00049,28050.0108,383.306198537966,Sub-Saharan Africa,Upper middle income
GRC,Greece,2012,39633.99902,128900.0006,206.259757632664,Europe & Central Asia,High income
GRD,Grenada,2012,169.8999977,339.9893,335.218247918793,Latin America & Caribbean,Upper middle income
GRL,Greenland,2012,2.199999988,410449.991,0.00359552204728951,Europe & Central Asia,High income
GTM,Guatemala,2012,36491.99951,107160.0068,228.435952201742,Latin America & Caribbean,Upper middle income
GUM,Guam,2012,250,539.9891,310.566454026572,East Asia & Pacific,High income
GUY,Guyana,2012,165560,196849.9974,564.182398104517,Latin America & Caribbean,Upper middle income
HKG,"Hong Kong SAR, China",2012,,1050.0119,,East Asia & Pacific,High income
HND,Honduras,2012,49520,111889.9943,296.885449032506,Latin America & Caribbean,Lower middle income
HRV,Croatia,2012,19208.00049,55960.0062,230.252276289006,Europe & Central Asia,High income
HTI,Haiti,2012,994.0000153,27560.0087,24.1939383082776,Latin America & Caribbean,Low income
HUN,Hungary,2012,20551.99951,90530.0053,152.286380030766,Europe & Central Asia,High income
IDN,Indonesia,2012,930632.0313,1811570.0092,344.605656831357,East Asia & Pacific,Lower middle income
IMN,Isle of Man,2012,34.60000038,570.0072,40.7188299637404,Europe & Central Asia,High income
IND,India,2012,701467.9688,2973190.0079,158.264936617046,South Asia,Lower middle income
IRL,Ireland,2012,7369.899902,68890.0114,71.7637064182663,Europe & Central Asia,High income
IRN,"Iran, Islamic Rep.",2012,106919.8047,1628759.9874,44.0352628660154,Middle East & North Africa,Upper middle income
IRQ,Iraq,2012,8250,434320.0008,12.7421774033115,Middle East & North Africa,Upper middle income
ISL,Iceland,2012,452.9999924,100249.9904,3.03119156111005,Europe & Central Asia,High income
ISR,Israel,2012,1583.999939,21639.9939,49.1018160167129,Middle East & North Africa,High income
ITA,Italy,2012,91355.99609,294140.0063,208.34471484518,Europe & Central Asia,High income
JAM,Jamaica,2012,3363.399963,10830.0073,208.328791170808,Latin America & Caribbean,Upper middle income
JOR,Jordan,2012,975,88779.9941,7.36697221744916,Middle East & North Africa,Upper middle income
JPN,Japan,2012,249628.0078,364560.0084,459.328944629018,East Asia & Pacific,High income
KAZ,Kazakhstan,2012,33090,2699699.9939,8.2220628033317,Europe & Central Asia,Upper middle income
KEN,Kenya,2012,43032.00195,569139.9903,50.7191512106955,Sub-Saharan Africa,Lower middle income
KGZ,Kyrgyz Republic,2012,6610,191799.9895,23.1181144042763,Europe & Central Asia,Lower middle income
KHM,Cambodia,2012,98392.00195,176519.9996,373.908559809896,East Asia & Pacific,Lower middle income
KIR,Kiribati,2012,121.4999962,809.9966,100.621919216602,East Asia & Pacific,Lower middle income
KNA,St. Kitts and Nevis,2012,110,260.0101,283.793206494671,Latin America & Caribbean,High income
KOR,"Korea, Rep.",2012,62067.99805,97310.0037,427.86797028886,East Asia & Pacific,High income
KWT,Kuwait,2012,62.5,17820.0029,2.35272829276588,Middle East & North Africa,High income
LAO,Lao PDR,2012,181939.0039,230800.0023,528.797668933814,East Asia & Pacific,Lower middle income
LBN,Lebanon,2012,1370.599976,10230.0079,89.8740430005494,Middle East & North Africa,Upper middle income
LBR,Liberia,2012,42690,96320.0021,297.309782762141,Sub-Saharan Africa,Low income
LBY,Libya,2012,2170,1759539.9913,0.827294467416178,Middle East & North Africa,Upper middle income
LCA,St. Lucia,2012,204.7999954,609.9968,225.217386245754,Latin America & Caribbean,Upper middle income
LIE,Liechtenstein,2012,69.00000095,160.0102,289.268375623988,Europe & Central Asia,High income
LKA,Sri Lanka,2012,20898.00049,62710.0124,223.546243609049,South Asia,Lower middle income
LSO,Lesotho,2012,460,30360.0059,10.1637859036121,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,2012,21740,62674.0114,232.68670816242,Europe & Central Asia,High income
LUX,Luxembourg,2012,866.9999695,2429.9898,239.339378930848,Europe & Central Asia,High income
LVA,Latvia,2012,33548.00049,62179.9948,361.922420242738,Europe & Central Asia,High income
MAC,"Macao SAR, China",2012,,29.8886,,East Asia & Pacific,High income
MAF,St. Martin (French part),2012,10,54.39,123.333333333333,Latin America & Caribbean,High income
MAR,Morocco,2012,56560,446299.994,85.0123551648535,Middle East & North Africa,Lower middle income
MCO,Monaco,2012,,1.9943,,Europe & Central Asia,High income
MDA,Moldova,2012,3952.000122,32860.0034,80.6768389390617,Europe & Central Asia,Lower middle income
MDG,Madagascar,2012,125210,581794.9893,144.36721120795,Sub-Saharan Africa,Low income
MDV,Maldives,2012,10,299.9997,22.360355693689,South Asia,Upper middle income
MEX,Mexico,2012,663147.9688,1943950.0115,228.836279903861,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,2012,126.4000034,180.005,471.04461698705,East Asia & Pacific,Upper middle income
MKD,North Macedonia,2012,9980,25219.9955,265.451427221706,Europe & Central Asia,Upper middle income
MLI,Mali,2012,49520,1220189.9997,27.2240480647827,Sub-Saharan Africa,Low income
MLT,Malta,2012,3.49999994,319.9945,7.33711035580736,Middle East & North Africa,High income
MMR,Myanmar,2012,306801.9922,653150.0073,315.097362148773,East Asia & Pacific,Lower middle income
MNE,Montenegro,2012,8270,13449.9995,412.460885221594,Europe & Central Asia,Upper middle income
MNG,Mongolia,2012,128446.3965,1553560.0108,55.4617308872385,East Asia & Pacific,Lower middle income
MNP,Northern Mariana Islands,2012,299.8999977,460.0099,437.329538901526,East Asia & Pacific,High income
